Arabic Root Word,ChapterNo,VerseNo,Actual Arabic Word
ا ر ض,23,71,وَالْأَرْضُ
م ن,23,71,وَمَنْ
ف ي,23,71,فِيهِنَّ
ب ل,23,71,بَلْ
ا ت ي,23,71,أَتَيْنَاهُمْ
ذ ك ر,23,71,بِذِكْرِهِمْ
ه م,23,71,فَهُمْ
ع ن,23,71,عَنْ
ذ ك ر,23,71,ذِكْرِهِمْ
ع ر ض,23,71,مُعْرِضُونَ
ا م,23,72,أَمْ
س ا ل,23,72,تَسْءَلُهُمْ
خ ر ج,23,72,خَرْجًا
خ ر ج,23,72,فَخَرَاجُ
ر ب ب,23,72,رَبِّكَ
خ ي ر,23,72,خَيْرٌ
ه و,23,72,وَهُوَ
خ ي ر,23,72,خَيْرُ
ر ز ق,23,72,الرَّازِقِينَ
ا ن ن,23,73,وَإِنَّكَ
د ع و,23,73,لَتَدْعُوهُمْ
ا ل ي,23,73,إِلَى
ص ر ط,23,73,صِرَاطٍ
ق و م,23,73,مُسْتَقِيمٍ
ا ن ن,23,74,وَإِنَّ
ا ل ل ذ,23,74,الَّذِينَ
ل ا,23,74,لَا
ا م ن,23,74,يُؤْمِنُونَ
ا خ ر,23,74,بِالْءَاخِرَةِ
ع ن,23,74,عَنِ
ص ر ط,23,74,الصِّرَاطِ
ن ك ب,23,74,لَنَاكِبُونَ
ل و,23,75,وَلَوْ
ر ح م,23,75,رَحِمْنَاهُمْ
ك ش ف,23,75,وَكَشَفْنَا
م ا,23,75,مَا
ب,23,75,بِهِمْ
م ن,23,75,مِنْ
ض ر ر,23,75,ضُرٍّ
ل ج ج,23,75,لَلَجُّوا
ف ي,23,75,فِي
ط غ و,23,75,طُغْيَانِهِمْ
ع م ه,23,75,يَعْمَهُونَ
ق د,23,76,وَلَقَدْ
ا خ ذ,23,76,أَخَذْنَاهُمْ
ع ذ ب,23,76,بِالْعَذَابِ
م ا,23,76,فَمَا
ك ي ن,23,76,اسْتَكَانُوا
ر ب ب,23,76,لِرَبِّهِمْ
م ا,23,76,وَمَا
ض ر ع,23,76,يَتَضَرَّعُونَ
ح ت ت ي,23,77,حَتَّى
ا ذ ا,23,77,إِذَا
ف ت ح,23,77,فَتَحْنَا
ع ل ي,23,77,عَلَيْهِمْ
ب و ب,23,77,بَابًا
ذ و,23,77,ذَا
ع ذ ب,23,77,عَذَابٍ
ش د د,23,77,شَدِيدٍ
ا ذ ا,23,77,إِذَا
ه م,23,77,هُمْ
ف ي,23,77,فِيهِ
ب ل س,23,77,مُبْلِسُونَ
ه و,23,78,وَهُوَ
ا ل ل ذ,23,78,الَّذِي
ن ش ا,23,78,أَنْشَأَ
ل,23,78,لَكُمُ
س م ع,23,78,السَّمْعَ
ب ص ر,23,78,وَالْأَبْصَارَ
ف ا د,23,78,وَالْأَفْئِدَةَ
ق ل ل,23,78,قَلِيلًا
م ا,23,78,مَا
ش ك ر,23,78,تَشْكُرُونَ
ه و,23,79,وَهُوَ
ا ل ل ذ,23,79,الَّذِي
ذ ر ا,23,79,ذَرَأَكُمْ
ف ي,23,79,فِي
ا ر ض,23,79,الْأَرْضِ
ا ل ي,23,79,وَإِلَيْهِ
ح ش ر,23,79,تُحْشَرُونَ
ه و,23,80,وَهُوَ
ا ل ل ذ,23,80,الَّذِي
ح ي ي,23,80,يُحْيِي
م و ت,23,80,وَيُمِيتُ
ل,23,80,وَلَهُ
خ ل ف,23,80,اخْتِلَافُ
ل ي ل,23,80,اللَّيْلِ
ن ه ر,23,80,وَالنَّهَارِ
ل ا,23,80,أَفَلَا
ع ق ل,23,80,تَعْقِلُونَ
ب ل,23,81,بَلْ
ق و ل,23,81,قَالُوا
م ث ل,23,81,مِثْلَ
م ا,23,81,مَا
ق و ل,23,81,قَالَ
ا و ل,23,81,الْأَوَّلُونَ
ق و ل,23,82,قَالُوا
ا ذ ا,23,82,أَءِذَا
م و ت,23,82,مِتْنَا
ك و ن,23,82,وَكُنَّا
ت ر ب,23,82,تُرَابًا
ع ظ م,23,82,وَعِظَامًا
ا ن ن,23,82,أَءِنَّا
ب ع ث,23,82,لَمَبْعُوثُونَ
ق د,23,83,لَقَدْ
و ع د,23,83,وُعِدْنَا
ن ح ن,23,83,نَحْنُ
ا ب و,23,83,وَءَابَاؤُنَا
ه ا ذ,23,83,هَذَا
م ن,23,83,مِنْ
ق ب ل,23,83,قَبْلُ
ا ن,23,83,إِنْ
ه ا ذ,23,83,هَذَا
ا ل ل ا,23,83,إِلَّا
س ط ر,23,83,أَسَاطِيرُ
ا و ل,23,83,الْأَوَّلِينَ
ق و ل,23,84,قُلْ
م ن,23,84,لِمَنِ
ا ر ض,23,84,الْأَرْضُ
م ن,23,84,وَمَنْ
ف ي,23,84,فِيهَا
ا ن,23,84,إِنْ
ك و ن,23,84,كُنْتُمْ
ع ل م,23,84,تَعْلَمُونَ
ق و ل,23,85,سَيَقُولُونَ
ا ل ه,23,85,لِلَّهِ
ق و ل,23,85,قُلْ
ل ا,23,85,أَفَلَا
ذ ك ر,23,85,تَذَكَّرُونَ
ق و ل,23,86,قُلْ
م ن,23,86,مَنْ
ر ب ب,23,86,رَبُّ
س م و,23,86,السَّمَاوَاتِ
س ب ع,23,86,السَّبْعِ
ر ب ب,23,86,وَرَبُّ
ع ر ش,23,86,الْعَرْشِ
ع ظ م,23,86,الْعَظِيمِ
ق و ل,23,87,سَيَقُولُونَ
ا ل ه,23,87,لِلَّهِ
ق و ل,23,87,قُلْ
ل ا,23,87,أَفَلَا
و ق ي,23,87,تَتَّقُونَ
ق و ل,23,88,قُلْ
م ن,23,88,مَنْ
ي د ي,23,88,بِيَدِهِ
م ل ك,23,88,مَلَكُوتُ
ك ل ل,23,88,كُلِّ
ش ي ا,23,88,شَيْءٍ
ه و,23,88,وَهُوَ
ج و ر,23,88,يُجِيرُ
ل ا,23,88,وَلَا
ج و ر,23,88,يُجَارُ
ع ل ي,23,88,عَلَيْهِ
ا ن,23,88,إِنْ
ك و ن,23,88,كُنْتُمْ
ع ل م,23,88,تَعْلَمُونَ
ق و ل,23,89,سَيَقُولُونَ
ا ل ه,23,89,لِلَّهِ
ق و ل,23,89,قُلْ
ا ن ن ي,23,89,فَأَنَّى
س ح ر,23,89,تُسْحَرُونَ
ب ل,23,90,بَلْ
ا ت ي,23,90,أَتَيْنَاهُمْ
ح ق ق,23,90,بِالْحَقِّ
ا ن ن,23,90,وَإِنَّهُمْ
ك ذ ب,23,90,لَكَاذِبُونَ
م ا,23,91,مَا
ا خ ذ,23,91,اتَّخَذَ
ا ل ه,23,91,اللَّهُ
م ن,23,91,مِنْ
و ل د,23,91,وَلَدٍ
م ا,23,91,وَمَا
ك و ن,23,91,كَانَ
م ع,23,91,مَعَهُ
م ن,23,91,مِنْ
ا ل ه,23,91,إِلَهٍ
ا ذ ا,23,91,إِذًا
ذ ه ب,23,91,لَذَهَبَ
ك ل ل,23,91,كُلُّ
ا ل ه,23,91,إِلَهٍ
ب م ا,23,91,بِمَا
خ ل ق,23,91,خَلَقَ
ع ل و,23,91,وَلَعَلَا
ب ع ض,23,91,بَعْضُهُمْ
ع ل ي,23,91,عَلَى
ب ع ض,23,91,بَعْضٍ
س ب ح,23,91,سُبْحَانَ
ا ل ه,23,91,اللَّهِ
ع م م ا,23,91,عَمَّا
و ص ف,23,91,يَصِفُونَ
ع ل م,23,92,عَالِمِ
غ ي ب,23,92,الْغَيْبِ
ش ه د,23,92,وَالشَّهَادَةِ
ع ل و,23,92,فَتَعَالَى
ع م م ا,23,92,عَمَّا
ش ر ك,23,92,يُشْرِكُونَ
ق و ل,23,93,قُلْ
ر ب ب,23,93,رَبِّ
ا م م ا,23,93,إِمَّا
ر ا ي,23,93,تُرِيَنِّي
م ا,23,93,مَا
و ع د,23,93,يُوعَدُونَ
ر ب ب,23,94,رَبِّ
ل ا,23,94,فَلَا
ج ع ل,23,94,تَجْعَلْنِي
ف ي,23,94,فِي
ق و م,23,94,الْقَوْمِ
ظ ل م,23,94,الظَّالِمِينَ
ا ن ن,23,95,وَإِنَّا
ع ل ي,23,95,عَلَى
ا ن,23,95,أَنْ
ر ا ي,23,95,نُرِيَكَ
م ا,23,95,مَا
و ع د,23,95,نَعِدُهُمْ
ق د ر,23,95,لَقَادِرُونَ
د ف ع,23,96,ادْفَعْ
ا ل ل ت,23,96,بِالَّتِي
ه ي,23,96,هِيَ
ح س ن,23,96,أَحْسَنُ
س و ا,23,96,السَّيِّئَةَ
ن ح ن,23,96,نَحْنُ
ع ل م,23,96,أَعْلَمُ
ب م ا,23,96,بِمَا
و ص ف,23,96,يَصِفُونَ
ق و ل,23,97,وَقُلْ
ر ب ب,23,97,رَبِّ
ع و ذ,23,97,أَعُوذُ
ب,23,97,بِكَ
م ن,23,97,مِنْ
ه م ز,23,97,هَمَزَاتِ
ش ط ن,23,97,الشَّيَاطِينِ
ع و ذ,23,98,وَأَعُوذُ
ب,23,98,بِكَ
ر ب ب,23,98,رَبِّ
ا ن,23,98,أَنْ
ح ض ر,23,98,يَحْضُرُونِ
ح ت ت ي,23,99,حَتَّى
ا ذ ا,23,99,إِذَا
ج ي ا,23,99,جَاءَ
ا ح د,23,99,أَحَدَهُمُ
م و ت,23,99,الْمَوْتُ
ق و ل,23,99,قَالَ
ر ب ب,23,99,رَبِّ
ر ج ع,23,99,ارْجِعُونِ
ل ع ل ل,23,100,لَعَلِّي
ع م ل,23,100,أَعْمَلُ
ص ل ح,23,100,صَالِحًا
ف ي,23,100,فِيمَا
ت ر ك,23,100,تَرَكْتُ
ك ل ل,23,100,كَلَّا
ا ن ن,23,100,إِنَّهَا
ك ل م,23,100,كَلِمَةٌ
ه و,23,100,هُوَ
ق و ل,23,100,قَائِلُهَا
م ن,23,100,وَمِنْ
و ر ي,23,100,وَرَائِهِمْ
ب ر ز خ,23,100,بَرْزَخٌ
ا ل ي,23,100,إِلَى
ي و م,23,100,يَوْمِ
ب ع ث,23,100,يُبْعَثُونَ
ا ذ ا,23,101,فَإِذَا
ن ف خ,23,101,نُفِخَ
ف ي,23,101,فِي
ص و ر,23,101,الصُّورِ
ل ا,23,101,فَلَا
ن س ب,23,101,أَنْسَابَ
ب ي ن,23,101,بَيْنَهُمْ
ي و م,23,101,يَوْمَئِذٍ
ل ا,23,101,وَلَا
س ا ل,23,101,يَتَسَاءَلُونَ
م ن,23,102,فَمَنْ
ث ق ل,23,102,ثَقُلَتْ
و ز ن,23,102,مَوَازِينُهُ
ا و ل ا,23,102,فَأُولَئِكَ
ه م,23,102,هُمُ
ف ل ح,23,102,الْمُفْلِحُونَ
م ن,23,103,وَمَنْ
خ ف ف,23,103,خَفَّتْ
و ز ن,23,103,مَوَازِينُهُ
ا و ل ا,23,103,فَأُولَئِكَ
ا ل ل ذ,23,103,الَّذِينَ
خ س ر,23,103,خَسِرُوا
ن ف س,23,103,أَنْفُسَهُمْ
ف ي,23,103,فِي
ج ه ن م,23,103,جَهَنَّمَ
خ ل د,23,103,خَالِدُونَ
ل ف ح,23,104,تَلْفَحُ
و ج ه,23,104,وُجُوهَهُمُ
ن و ر,23,104,النَّارُ
ه م,23,104,وَهُمْ
ف ي,23,104,فِيهَا
ك ل ح,23,104,كَالِحُونَ
ل م,23,105,أَلَمْ
ك و ن,23,105,تَكُنْ
ا ي ا,23,105,ءَايَاتِي
ت ل و,23,105,تُتْلَى
ع ل ي,23,105,عَلَيْكُمْ
ك و ن,23,105,فَكُنْتُمْ
ب,23,105,بِهَا
ك ذ ب,23,105,تُكَذِّبُونَ
ق و ل,23,106,قَالُوا
ر ب ب,23,106,رَبَّنَا
غ ل ب,23,106,غَلَبَتْ
ع ل ي,23,106,عَلَيْنَا
ش ق ي,23,106,شِقْوَتُنَا
ك و ن,23,106,وَكُنَّا
ق و م,23,106,قَوْمًا
ض ل ل,23,106,ضَالِّينَ
ر ب ب,23,107,رَبَّنَا
خ ر ج,23,107,أَخْرِجْنَا
م ن,23,107,مِنْهَا
ا ن,23,107,فَإِنْ
ع و د,23,107,عُدْنَا
ا ن ن,23,107,فَإِنَّا
ظ ل م,23,107,ظَالِمُونَ
ق و ل,23,108,قَالَ
خ س ا,23,108,اخْسَئُوا
ف ي,23,108,فِيهَا
ل ا,23,108,وَلَا
ك ل م,23,108,تُكَلِّمُونِ
ا ن ن,23,109,إِنَّهُ
ك و ن,23,109,كَانَ
ف ر ق,23,109,فَرِيقٌ
م ن,23,109,مِنْ
ع ب د,23,109,عِبَادِي
ق و ل,23,109,يَقُولُونَ
ر ب ب,23,109,رَبَّنَا
ا م ن,23,109,ءَامَنَّا
غ ف ر,23,109,فَاغْفِرْ
ل,23,109,لَنَا
ر ح م,23,109,وَارْحَمْنَا
ا ن ت,23,109,وَأَنْتَ
خ ي ر,23,109,خَيْرُ
ر ح م,23,109,الرَّاحِمِينَ
ا خ ذ,23,110,فَاتَّخَذْتُمُوهُمْ
س خ ر,23,110,سِخْرِيًّا
ح ت ت ي,23,110,حَتَّى
ن س ي,23,110,أَنْسَوْكُمْ
ذ ك ر,23,110,ذِكْرِي
ك و ن,23,110,وَكُنْتُمْ
م ن,23,110,مِنْهُمْ
ض ح ك,23,110,تَضْحَكُونَ
ا ن ن,23,111,إِنِّي
ج ز ي,23,111,جَزَيْتُهُمُ
ي و م,23,111,الْيَوْمَ
ب م ا,23,111,بِمَا
ص ب ر,23,111,صَبَرُوا
ا ن ن,23,111,أَنَّهُمْ
ه م,23,111,هُمُ
ف و ز,23,111,الْفَائِزُونَ
ق و ل,23,112,قَالَ
ك م,23,112,كَمْ
ل ب ث,23,112,لَبِثْتُمْ
ف ي,23,112,فِي
ا ر ض,23,112,الْأَرْضِ
ع د د,23,112,عَدَدَ
س ن و,23,112,سِنِينَ
ق و ل,23,113,قَالُوا
ل ب ث,23,113,لَبِثْنَا
ي و م,23,113,يَوْمًا
ا و,23,113,أَوْ
ب ع ض,23,113,بَعْضَ
ي و م,23,113,يَوْمٍ
س ا ل,23,113,فَسْءَلِ
ع د د,23,113,الْعَادِّينَ
ق و ل,23,114,قَالَ
ا ن,23,114,إِنْ
ل ب ث,23,114,لَبِثْتُمْ
ا ل ل ا,23,114,إِلَّا
ق ل ل,23,114,قَلِيلًا
ل و,23,114,لَوْ
ا ن ن,23,114,أَنَّكُمْ
ك و ن,23,114,كُنْتُمْ
ع ل م,23,114,تَعْلَمُونَ
ح س ب,23,115,أَفَحَسِبْتُمْ
ا ن ن م,23,115,أَنَّمَا
خ ل ق,23,115,خَلَقْنَاكُمْ
ع ب ث,23,115,عَبَثًا
ا ن ن,23,115,وَأَنَّكُمْ
ا ل ي,23,115,إِلَيْنَا
ل ا,23,115,لَا
ر ج ع,23,115,تُرْجَعُونَ
ع ل و,23,116,فَتَعَالَى
ا ل ه,23,116,اللَّهُ
م ل ك,23,116,الْمَلِكُ
ح ق ق,23,116,الْحَقُّ
ل ا,23,116,لَا
ا ل ه,23,116,إِلَهَ
ا ل ل ا,23,116,إِلَّا
ه و,23,116,هُوَ
ر ب ب,23,116,رَبُّ
ع ر ش,23,116,الْعَرْشِ
ك ر م,23,116,الْكَرِيمِ
م ن,23,117,وَمَنْ
د ع و,23,117,يَدْعُ
م ع,23,117,مَعَ
ا ل ه,23,117,اللَّهِ
ا ل ه,23,117,إِلَهًا
ا خ ر,23,117,ءَاخَرَ
ل ا,23,117,لَا
ب ر ه ن,23,117,بُرْهَانَ
ل,23,117,لَهُ
ب,23,117,بِهِ
ا ن ن م,23,117,فَإِنَّمَا
ح س ب,23,117,حِسَابُهُ
ع ن د,23,117,عِنْدَ
ر ب ب,23,117,رَبِّهِ
ا ن ن,23,117,إِنَّهُ
ل ا,23,117,لَا
ف ل ح,23,117,يُفْلِحُ
ك ف ر,23,117,الْكَافِرُونَ
ق و ل,23,118,وَقُلْ
ر ب ب,23,118,رَبِّ
غ ف ر,23,118,اغْفِرْ
ر ح م,23,118,وَارْحَمْ
ا ن ت,23,118,وَأَنْتَ
خ ي ر,23,118,خَيْرُ
ر ح م,23,118,الرَّاحِمِينَ
س و ر,24,1,سُورَةٌ
ن ز ل,24,1,أَنْزَلْنَاهَا
ف ر ض,24,1,وَفَرَضْنَاهَا
ن ز ل,24,1,وَأَنْزَلْنَا
ف ي,24,1,فِيهَا
ا ي ا,24,1,ءَايَاتٍ
ب ي ن,24,1,بَيِّنَاتٍ
ل ع ل ل,24,1,لَعَلَّكُمْ
ذ ك ر,24,1,تَذَكَّرُونَ
ز ن ي,24,2,الزَّانِيَةُ
ز ن ي,24,2,وَالزَّانِي
ج ل د,24,2,فَاجْلِدُوا
ك ل ل,24,2,كُلَّ
و ح د,24,2,وَاحِدٍ
م ن,24,2,مِنْهُمَا
م ا ي,24,2,مِائَةَ
ج ل د,24,2,جَلْدَةٍ
ل ا,24,2,وَلَا
ا خ ذ,24,2,تَأْخُذْكُمْ
ب,24,2,بِهِمَا
ر ا ف,24,2,رَأْفَةٌ
ف ي,24,2,فِي
د ي ن,24,2,دِينِ
ا ل ه,24,2,اللَّهِ
ا ن,24,2,إِنْ
ك و ن,24,2,كُنْتُمْ
ا م ن,24,2,تُؤْمِنُونَ
ا ل ه,24,2,بِاللَّهِ
ي و م,24,2,وَالْيَوْمِ
ا خ ر,24,2,الْءَاخِرِ
ش ه د,24,2,وَلْيَشْهَدْ
ع ذ ب,24,2,عَذَابَهُمَا
ط و ف,24,2,طَائِفَةٌ
م ن,24,2,مِنَ
ا م ن,24,2,الْمُؤْمِنِينَ
ز ن ي,24,3,الزَّانِي
ل ا,24,3,لَا
ن ك ح,24,3,يَنْكِحُ
ا ل ل ا,24,3,إِلَّا
ز ن ي,24,3,زَانِيَةً
ا و,24,3,أَوْ
ش ر ك,24,3,مُشْرِكَةً
ز ن ي,24,3,وَالزَّانِيَةُ
ل ا,24,3,لَا
ن ك ح,24,3,يَنْكِحُهَا
ا ل ل ا,24,3,إِلَّا
ز ن ي,24,3,زَانٍ
ا و,24,3,أَوْ
ش ر ك,24,3,مُشْرِكٌ
ح ر م,24,3,وَحُرِّمَ
ذ ل ك,24,3,ذَلِكَ
ع ل ي,24,3,عَلَى
ا م ن,24,3,الْمُؤْمِنِينَ
ا ل ل ذ,24,4,وَالَّذِينَ
ر م ي,24,4,يَرْمُونَ
ح ص ن,24,4,الْمُحْصَنَاتِ
ث م م,24,4,ثُمَّ
ل م,24,4,لَمْ
ا ت ي,24,4,يَأْتُوا
ر ب ع,24,4,بِأَرْبَعَةِ
ش ه د,24,4,شُهَدَاءَ
ج ل د,24,4,فَاجْلِدُوهُمْ
ث م ن,24,4,ثَمَانِينَ
ج ل د,24,4,جَلْدَةً
ل ا,24,4,وَلَا
ق ب ل,24,4,تَقْبَلُوا
ل,24,4,لَهُمْ
ش ه د,24,4,شَهَادَةً
ا ب د,24,4,أَبَدًا
ا و ل ا,24,4,وَأُولَئِكَ
ه م,24,4,هُمُ
ف س ق,24,4,الْفَاسِقُونَ
ا ل ل ا,24,5,إِلَّا
ا ل ل ذ,24,5,الَّذِينَ
ت و ب,24,5,تَابُوا
م ن,24,5,مِنْ
ب ع د,24,5,بَعْدِ
ذ ل ك,24,5,ذَلِكَ
ص ل ح,24,5,وَأَصْلَحُوا
ا ن ن,24,5,فَإِنَّ
ا ل ه,24,5,اللَّهَ
غ ف ر,24,5,غَفُورٌ
ر ح م,24,5,رَحِيمٌ
ا ل ل ذ,24,6,وَالَّذِينَ
ر م ي,24,6,يَرْمُونَ
ز و ج,24,6,أَزْوَاجَهُمْ
ل م,24,6,وَلَمْ
ك و ن,24,6,يَكُنْ
ل,24,6,لَهُمْ
ش ه د,24,6,شُهَدَاءُ
ا ل ل ا,24,6,إِلَّا
ن ف س,24,6,أَنْفُسُهُمْ
ش ه د,24,6,فَشَهَادَةُ
ا ح د,24,6,أَحَدِهِمْ
ر ب ع,24,6,أَرْبَعُ
ش ه د,24,6,شَهَادَاتٍ
ا ل ه,24,6,بِاللَّهِ
ا ن ن,24,6,إِنَّهُ
م ن,24,6,لَمِنَ
ص د ق,24,6,الصَّادِقِينَ
خ م س,24,7,وَالْخَامِسَةُ
ا ن ن,24,7,أَنَّ
ل ع ن,24,7,لَعْنَةَ
ا ل ه,24,7,اللَّهِ
ع ل ي,24,7,عَلَيْهِ
ا ن,24,7,إِنْ
ك و ن,24,7,كَانَ
م ن,24,7,مِنَ
ك ذ ب,24,7,الْكَاذِبِينَ
د ر ا,24,8,وَيَدْرَؤُا
ع ن,24,8,عَنْهَا
ع ذ ب,24,8,الْعَذَابَ
ا ن,24,8,أَنْ
ش ه د,24,8,تَشْهَدَ
ر ب ع,24,8,أَرْبَعَ
ش ه د,24,8,شَهَادَاتٍ
ا ل ه,24,8,بِاللَّهِ
ا ن ن,24,8,إِنَّهُ
م ن,24,8,لَمِنَ
ك ذ ب,24,8,الْكَاذِبِينَ
خ م س,24,9,وَالْخَامِسَةَ
ا ن ن,24,9,أَنَّ
غ ض ب,24,9,غَضَبَ
ا ل ه,24,9,اللَّهِ
ع ل ي,24,9,عَلَيْهَا
ا ن,24,9,إِنْ
ك و ن,24,9,كَانَ
م ن,24,9,مِنَ
ص د ق,24,9,الصَّادِقِينَ
ل و ل ا,24,10,وَلَوْلَا
ف ض ل,24,10,فَضْلُ
ا ل ه,24,10,اللَّهِ
ع ل ي,24,10,عَلَيْكُمْ
ر ح م,24,10,وَرَحْمَتُهُ
ا ن ن,24,10,وَأَنَّ
ا ل ه,24,10,اللَّهَ
ت و ب,24,10,تَوَّابٌ
ح ك م,24,10,حَكِيمٌ
ا ن ن,24,11,إِنَّ
ا ل ل ذ,24,11,الَّذِينَ
ج ي ا,24,11,جَاءُو
ا ف ك,24,11,بِالْإِفْكِ
ع ص ب,24,11,عُصْبَةٌ
م ن,24,11,مِنْكُمْ
ل ا,24,11,لَا
ح س ب,24,11,تَحْسَبُوهُ
ش ر ر,24,11,شَرًّا
ل,24,11,لَكُمْ
ب ل,24,11,بَلْ
ه و,24,11,هُوَ
خ ي ر,24,11,خَيْرٌ
ل,24,11,لَكُمْ
ك ل ل,24,11,لِكُلِّ
م ر ا,24,11,امْرِئٍ
م ن,24,11,مِنْهُمْ
م ا,24,11,مَا
ك س ب,24,11,اكْتَسَبَ
م ن,24,11,مِنَ
ا ث م,24,11,الْإِثْمِ
ا ل ل ذ,24,11,وَالَّذِي
و ل ي,24,11,تَوَلَّى
ك ب ر,24,11,كِبْرَهُ
م ن,24,11,مِنْهُمْ
ل,24,11,لَهُ
ع ذ ب,24,11,عَذَابٌ
ع ظ م,24,11,عَظِيمٌ
ل و ل ا,24,12,لَوْلَا
ا ذ,24,12,إِذْ
س م ع,24,12,سَمِعْتُمُوهُ
ظ ن ن,24,12,ظَنَّ
ا م ن,24,12,الْمُؤْمِنُونَ
ا م ن,24,12,وَالْمُؤْمِنَاتُ
ن ف س,24,12,بِأَنْفُسِهِمْ
خ ي ر,24,12,خَيْرًا
ق و ل,24,12,وَقَالُوا
ه ا ذ,24,12,هَذَا
ا ف ك,24,12,إِفْكٌ
ب ي ن,24,12,مُبِينٌ
ل و ل ا,24,13,لَوْلَا
ج ي ا,24,13,جَاءُو
ع ل ي,24,13,عَلَيْهِ
ر ب ع,24,13,بِأَرْبَعَةِ
ش ه د,24,13,شُهَدَاءَ
ا ذ,24,13,فَإِذْ
ل م,24,13,لَمْ
ا ت ي,24,13,يَأْتُوا
ش ه د,24,13,بِالشُّهَدَاءِ
ا و ل ا,24,13,فَأُولَئِكَ
ع ن د,24,13,عِنْدَ
ا ل ه,24,13,اللَّهِ
ه م,24,13,هُمُ
ك ذ ب,24,13,الْكَاذِبُونَ
ل و ل ا,24,14,وَلَوْلَا
ف ض ل,24,14,فَضْلُ
ا ل ه,24,14,اللَّهِ
ع ل ي,24,14,عَلَيْكُمْ
ر ح م,24,14,وَرَحْمَتُهُ
ف ي,24,14,فِي
د ن و,24,14,الدُّنْيَا
ا خ ر,24,14,وَالْءَاخِرَةِ
م س س,24,14,لَمَسَّكُمْ
ف ي,24,14,فِي
م ا,24,14,مَا
ف ي ض,24,14,أَفَضْتُمْ
ف ي,24,14,فِيهِ
ع ذ ب,24,14,عَذَابٌ
ع ظ م,24,14,عَظِيمٌ
ا ذ,24,15,إِذْ
ل ق ي,24,15,تَلَقَّوْنَهُ
ل س ن,24,15,بِأَلْسِنَتِكُمْ
ق و ل,24,15,وَتَقُولُونَ
ف و ه,24,15,بِأَفْوَاهِكُمْ
م ا,24,15,مَا
ل ي س,24,15,لَيْسَ
ل,24,15,لَكُمْ
ب,24,15,بِهِ
ع ل م,24,15,عِلْمٌ
ح س ب,24,15,وَتَحْسَبُونَهُ
ه و ن,24,15,هَيِّنًا
ه و,24,15,وَهُوَ
ع ن د,24,15,عِنْدَ
ا ل ه,24,15,اللَّهِ
ع ظ م,24,15,عَظِيمٌ
ل و ل ا,24,16,وَلَوْلَا
ا ذ,24,16,إِذْ
س م ع,24,16,سَمِعْتُمُوهُ
ق و ل,24,16,قُلْتُمْ
م ا,24,16,مَا
ك و ن,24,16,يَكُونُ
ل,24,16,لَنَا
ا ن,24,16,أَنْ
ك ل م,24,16,نَتَكَلَّمَ
ه ا ذ,24,16,بِهَذَا
س ب ح,24,16,سُبْحَانَكَ
ه ا ذ,24,16,هَذَا
ب ه ت,24,16,بُهْتَانٌ
ع ظ م,24,16,عَظِيمٌ
و ع ظ,24,17,يَعِظُكُمَ
ا ل ه,24,17,اللَّهُ
ا ن,24,17,أَنْ
ع و د,24,17,تَعُودُوا
م ث ل,24,17,لِمِثْلِهِ
ا ب د,24,17,أَبَدًا
ا ن,24,17,إِنْ
ك و ن,24,17,كُنْتُمْ
ا م ن,24,17,مُؤْمِنِينَ
ب ي ن,24,18,وَيُبَيِّنُ
ا ل ه,24,18,اللَّهُ
ل,24,18,لَكُمُ
ا ي ا,24,18,الْءَايَاتِ
ا ل ه,24,18,وَاللَّهُ
ع ل م,24,18,عَلِيمٌ
ح ك م,24,18,حَكِيمٌ
ا ن ن,24,19,إِنَّ
ا ل ل ذ,24,19,الَّذِينَ
ح ب ب,24,19,يُحِبُّونَ
ا ن,24,19,أَنْ
ش ي ع,24,19,تَشِيعَ
ف ح ش,24,19,الْفَاحِشَةُ
ف ي,24,19,فِي
ا ل ل ذ,24,19,الَّذِينَ
ا م ن,24,19,ءَامَنُوا
ل,24,19,لَهُمْ
ع ذ ب,24,19,عَذَابٌ
ا ل م,24,19,أَلِيمٌ
ف ي,24,19,فِي
د ن و,24,19,الدُّنْيَا
ا خ ر,24,19,وَالْءَاخِرَةِ
ا ل ه,24,19,وَاللَّهُ
ع ل م,24,19,يَعْلَمُ
ا ن ت م,24,19,وَأَنْتُمْ
ل ا,24,19,لَا
ع ل م,24,19,تَعْلَمُونَ
ل و ل ا,24,20,وَلَوْلَا
ف ض ل,24,20,فَضْلُ
ا ل ه,24,20,اللَّهِ
ع ل ي,24,20,عَلَيْكُمْ
ر ح م,24,20,وَرَحْمَتُهُ
ا ن ن,24,20,وَأَنَّ
ا ل ه,24,20,اللَّهَ
ر ا ف,24,20,رَءُوفٌ
ر ح م,24,20,رَحِيمٌ
ا ي ي,24,21,يَاأَيُّهَا
ا ل ل ذ,24,21,الَّذِينَ
ا م ن,24,21,ءَامَنُوا
ل ا,24,21,لَا
ت ب ع,24,21,تَتَّبِعُوا
خ ط و,24,21,خُطُوَاتِ
ش ط ن,24,21,الشَّيْطَانِ
م ن,24,21,وَمَنْ
ت ب ع,24,21,يَتَّبِعْ
خ ط و,24,21,خُطُوَاتِ
ش ط ن,24,21,الشَّيْطَانِ
ا ن ن,24,21,فَإِنَّهُ
ا م ر,24,21,يَأْمُرُ
ف ح ش,24,21,بِالْفَحْشَاءِ
ن ك ر,24,21,وَالْمُنْكَرِ
