Arabic Root Word,ChapterNo,VerseNo,Actual Arabic Word,
ع ل م,26,180,الۡعٰلَمِيۡنَؕ‏,
خ س ر,26,181,الۡمُخۡسِرِيۡنَ‌ۚ‏,
ك و ن,26,181,تَكُوۡنُوۡا,
ك ي ل,26,181,الۡـكَيۡلَ,
و ف ي,26,181,اَوۡفُوۡا,
ق س ط س,26,182,بِالۡقِسۡطَاسِ,
ق و م,26,182,الۡمُسۡتَقِيۡمِ‌ۚ‏,
و ز ن,26,182,وَزِنُوۡا,
ا ر ض,26,183,الۡاَرۡضِ,
ب خ س,26,183,تَبۡخَسُوا,
ش ي ا,26,183,اَشۡيَآءَهُمۡ,
ع ث و,26,183,تَعۡثَوۡا,
ف س د,26,183,مُفۡسِدِيۡنَ‌ۚ‏,
ن و س,26,183,النَّاسَ,
ٱلَّذِى,26,184,الَّذِىۡ,
ا و ل,26,184,الۡاَوَّلِيۡنَؕ‏,
ج ب ل,26,184,وَالۡجِـبِلَّةَ,
خ ل ق,26,184,خَلَقَكُمۡ,
و ق ي,26,184,وَاتَّقُوۡا,
س ح ر,26,185,الۡمُسَحَّرِيۡنَۙ‏,
ق و ل,26,185,قَالُوۡۤا,
إِلَّا,26,186,اِلَّا,
ب ش ر,26,186,بَشَرٌ,
ظ ن ن,26,186,نَّظُنُّكَ,
ك ذ ب,26,186,الۡكٰذِبِيۡنَ‌ۚ‏,
م ث ل,26,186,مِّثۡلُـنَا,
س ق ط,26,187,فَاَسۡقِطۡ,
س م و,26,187,السَّمَآءِ,
ص د ق,26,187,الصّٰدِقِيۡنَؕ‏,
ك س ف,26,187,كِسَفًا,
ك و ن,26,187,كُنۡتَ,
ر ب ب,26,188,رَبِّىۡۤ,
ع ل م,26,188,اَعۡلَمُ,
ع م ل,26,188,تَعۡمَلُوۡنَ‏,
ق و ل,26,188,قَالَ,
ا خ ذ,26,189,فَاَخَذَهُمۡ,
ظ ل ل,26,189,الظُّلَّةِ‌ؕ,
ع ذ ب,26,189,عَذَابُ,
ع ذ ب,26,189,عَذَابَ,
ع ظ م,26,189,عَظِيۡمٍ‏,
ك ذ ب,26,189,فَكَذَّبُوۡهُ,
ك و ن,26,189,كَانَ,
ي و م,26,189,يَوۡمِ,
ي و م,26,189,يَوۡمٍ,
ا م ن,26,190,مُّؤۡمِنِيۡنَ‏,
ك ث ر,26,190,اَكۡثَرُهُمۡ,
ك و ن,26,190,كَانَ,
ر ب ب,26,191,رَبَّكَ,
ر ح م,26,191,الرَّحِيۡمُ‏,
ع ز ز,26,191,الۡعَزِيۡزُ,
ر ب ب,26,192,رَبِّ,
ع ل م,26,192,الۡعٰلَمِيۡنَؕ‏,
ا م ن,26,193,الۡاَمِيۡنُۙ‏,
ر و ح,26,193,الرُّوۡحُ,
ن ز ل,26,193,نَزَلَ,
ق ل ب,26,194,قَلۡبِكَ,
ك و ن,26,194,لِتَكُوۡنَ,
ن ذ ر,26,194,الۡمُنۡذِرِيۡنَۙ‏,
ب ي ن,26,195,مُّبِيۡنٍؕ‏,
ع ر ب,26,195,عَرَبِىٍّ,
ل س ن,26,195,بِلِسَانٍ,
ا و ل,26,196,الۡاَوَّلِيۡنَ‏,
ز ب ر,26,196,زُبُرِ,
ا ي ي,26,197,اٰيَةً,
إِسْرَائِيل,26,197,اِسۡرآءِيۡلَؕ‏,
ب ن ي,26,197,بَنِىۡۤ,
ع ل م,26,197,يَّعۡلَمَهٗ,
ع ل م,26,197,عُلَمٰٓؤُا,
ك و ن,26,197,يَكُنۡ,
ب ع ض,26,198,بَعۡضِ,
ع ج م,26,198,الۡاَعۡجَمِيۡنَۙ‏,
ن ز ل,26,198,نَزَّلۡنٰهُ,
ا م ن,26,199,مُؤۡمِنِيۡنَؕ‏,
ق ر ا,26,199,فَقَرَاَهٗ,
ك و ن,26,199,كَانُوۡا,
ج ر م,26,200,الۡمُجۡرِمِيۡنَؕ‏,
س ل ك,26,200,سَلَكۡنٰهُ,
ق ل ب,26,200,قُلُوۡبِ,
ا ل م,26,201,الۡاَلِيۡمَۙ‏,
ا م ن,26,201,يُؤۡمِنُوۡنَ,
ر ا ي,26,201,يَرَوُا,
ع ذ ب,26,201,الۡعَذَابَ,
ب غ ت,26,202,بَغۡتَةً,
ش ع ر,26,202,يَشۡعُرُوۡنَۙ‏,
ق و ل,26,203,فَيَـقُوۡلُوۡا,
ن ظ ر,26,203,مُنۡظَرُوۡنَؕ‏,
ع ج ل,26,204,يَسۡتَعۡجِلُوۡنَ‏,
ع ذ ب,26,204,اَفَبِعَذَابِنَا,
ر ا ي,26,205,اَفَرَءَيۡتَ,
س ن و,26,205,سِنِيۡنَۙ‏,
م ت ع,26,205,مَّتَّعۡنٰهُمۡ,
ج ي ا,26,206,جَآءَهُمۡ,
ك و ن,26,206,كَانُوۡا,
و ع د,26,206,يُوۡعَدُوۡنَۙ‏,
غ ن ي,26,207,اَغۡنٰى,
ك و ن,26,207,كَانُوۡا,
م ت ع,26,207,يُمَتَّعُوۡنَؕ‏,
إِلَّا,26,208,اِلَّا,
ق ر ي,26,208,قَرۡيَةٍ,
ن ذ ر,26,208,مُنۡذِرُوۡنَ‌‌‌‌‌ ۛ‌ۖ‏,
ه ل ك,26,208,اَهۡلَكۡنَا,
ذ ك ر,26,209,ذِكۡرٰى‌ۛ,
ظ ل م,26,209,ظٰلِمِيۡنَ‏,
ك و ن,26,209,كُنَّا,
ش ط ن,26,210,الشَّيٰطِيۡنُ‏,
ن ز ل,26,210,تَنَزَّلَتۡ,
ب غ ي,26,211,يَنۡۢبَغِىۡ,
ط و ع,26,211,يَسۡتَطِيۡعُوۡنَؕ‏,
س م ع,26,212,السَّمۡعِ,
ع ز ل,26,212,لَمَعۡزُوۡلُوۡنَؕ‏,
ا خ ر,26,213,اٰخَرَ,
ا ل ه,26,213,اللّٰهِ,
ا ل ه,26,213,اِلٰهًا,
د ع و,26,213,تَدۡعُ,
ع ذ ب,26,213,الۡمُعَذَّبِيۡنَ‌ۚ‏,
ك و ن,26,213,فَتَكُوۡنَ,
ع ش ر,26,214,عَشِيۡرَتَكَ,
ق ر ب,26,214,الۡاَقۡرَبِيۡنَۙ‏,
ن ذ ر,26,214,وَاَنۡذِرۡ,
ا م ن,26,215,الۡمُؤۡمِنِيۡنَ‌ۚ‏,
ت ب ع,26,215,اتَّبَعَكَ,
ج ن ح,26,215,جَنَاحَكَ,
خ ف ض,26,215,وَاخۡفِضۡ,
ب ر ا,26,216,بَرِىۡٓءٌ,
ع ص ي,26,216,عَصَوۡكَ,
ع م ل,26,216,تَعۡمَلُوۡنَ‌ۚ‏,
ق و ل,26,216,فَقُلۡ,
ر ح م,26,217,الرَّحِيۡمِۙ‏,
ع ز ز,26,217,الۡعَزِيۡزِ,
و ك ل,26,217,وَتَوَكَّلۡ,
ٱلَّذِى,26,218,الَّذِىۡ,
ح ي ن,26,218,حِيۡنَ,
ر ا ي,26,218,يَرٰٮكَ,
ق و م,26,218,تَقُوۡمُۙ‏,
س ج د,26,219,السّٰجِدِيۡنَ‏,
ق ل ب,26,219,وَتَقَلُّبَكَ,
س م ع,26,220,السَّمِيۡعُ,
ع ل م,26,220,الۡعَلِيۡمُ‏,
ش ط ن,26,221,الشَّيٰـطِيۡنُؕ‏,
ن ب ا,26,221,اُنَبِّئُكُمۡ,
ن ز ل,26,221,تَنَزَّلُ,
ا ف ك,26,222,اَفَّاكٍ,
ك ل ل,26,222,كُلِّ,
ن ز ل,26,222,تَنَزَّلُ,
س م ع,26,223,السَّمۡعَ,
ك ث ر,26,223,وَاَكۡثَرُهُمۡ,
ك ذ ب,26,223,كٰذِبُوۡنَؕ‏,
ل ق ي,26,223,يُلۡقُوۡنَ,
ت ب ع,26,224,يَتَّبِعُهُمُ,
ش ع ر,26,224,وَالشُّعَرَآءُ,
غ و ي,26,224,الۡغَاوٗنَؕ‏,
ر ا ي,26,225,تَرَ,
ك ل ل,26,225,كُلِّ,
ه ي م,26,225,يَّهِيۡمُوۡنَۙ‏,
و د ي,26,225,وَادٍ,
ف ع ل,26,226,يَفۡعَلُوۡنَۙ‏,
ق و ل,26,226,يَقُوۡلُوۡنَ,
ٱلَّذِى,26,227,الَّذِيۡنَ,
ٱلَّذِى,26,227,الَّذِيۡنَ,
ا ل ه,26,227,اللّٰهَ,
ا م ن,26,227,اٰمَنُوۡا,
إِلَّا,26,227,اِلَّا,
ب ع د,26,227,بَعۡدِ,
ذ ك ر,26,227,وَذَكَرُوۡا,
ص ل ح,26,227,الصّٰلِحٰتِ,
ظ ل م,26,227,ظُلِمُوۡا‌ؕ,
ظ ل م,26,227,ظَلَمُوۡۤا,
ع ل م,26,227,وَسَيَـعۡلَمُ,
ع م ل,26,227,وَعَمِلُوا,
ق ل ب,26,227,يَّـنۡقَلِبُوۡنَ‏,
ق ل ب,26,227,مُنۡقَلَبٍ,
ك ث ر,26,227,كَثِيۡرًا,
ن ص ر,26,227,وَّانْتَصَرُوۡا,
ا ي ي,26, (is) a sign,121,Noun
ن ز ل,26, is a Revelation,192,Noun
ا ي ي,26, is a sign,139,Noun
ا ي ي,26, is a sign,190,Noun
ك و ن,26, you will be,167,Verb
ا ت ي,26,,,
ا ي ي,27,1,اٰيٰتُ,
ب ي ن,27,1,مُّبِيۡنٍۙ‏,
ق ر ا,27,1,الۡقُرۡاٰنِ,
ك ت ب,27,1,وَكِتَابٍ,
ا م ن,27,2,لِلۡمُؤۡمِنِيۡنَۙ‏,
ب ش ر,27,2,وَبُشۡرٰى,
ه د ي,27,2,هُدًى,
ٱلَّذِى,27,3,الَّذِيۡنَ,
ا خ ر,27,3,بِالۡاٰخِرَةِ,
ز ك و,27,3,الزَّكٰوةَ,
ص ل و,27,3,الصَّلٰوةَ,
ق و م,27,3,يُقِيۡمُوۡنَ,
ي ق ن,27,3,يُوۡقِنُوۡنَ‏,
ٱلَّذِى,27,4,الَّذِيۡنَ,
ا خ ر,27,4,بِالۡاٰخِرَةِ,
ا م ن,27,4,يُؤۡمِنُوۡنَ,
ز ي ن,27,4,زَيَّـنَّا,
ع م ل,27,4,اَعۡمَالَهُمۡ,
ع م ه,27,4,يَعۡمَهُوۡنَؕ‏,
ٱلَّذِى,27,5,الَّذِيۡنَ,
ا خ ر,27,5,الۡاٰخِرَةِ,
خ س ر,27,5,الۡاَخۡسَرُوۡنَ‏,
س و ا,27,5,سُوۡٓءُ,
ع ذ ب,27,5,الۡعَذَابِ,
ح ك م,27,6,حَكِيۡمٍ,
ع ل م,27,6,عَلِيۡمٍ‏,
ق ر ا,27,6,الۡقُرۡاٰنَ,
ل د ن,27,6,لَّدُنۡ,
ا ن س,27,7,اٰنَسۡتُ,
ا ه ل,27,7,لِاَهۡلِهٖۤ,
إِذ,27,7,اِذۡ,
خ ب ر,27,7,بِخَبَرٍ,
ش ه ب,27,7,بِشِهَابٍ,
ص ل ي,27,7,تَصۡطَلُوۡنَ‏,
ق ب س,27,7,قَبَسٍ,
ق و ل,27,7,قَالَ,
ن و ر,27,7,نَارًاؕ,
ا ل ه,27,8,اللّٰهِ,
ب ر ك,27,8,بُوۡرِكَ,
ج ي ا,27,8,جَآءَهَا,
ح و ل,27,8,حَوۡلَهَا ؕ,
ر ب ب,27,8,رَبِّ,
س ب ح,27,8,وَسُبۡحٰنَ,
ع ل م,27,8,الۡعٰلَمِيۡنَ‏,
ن د و,27,8,نُوۡدِىَ,
ن و ر,27,8,النَّارِ,
ا ل ه,27,9,اللّٰهُ,
ح ك م,27,9,الۡحَكِيۡمُۙ‏,
ع ز ز,27,9,الۡعَزِيۡزُ,
ج ن ن,27,10,جَآنٌّ,
خ و ف,27,10,تَخَفۡ,
خ و ف,27,10,يَخَافُ,
د ب ر,27,10,مُدۡبِرًا,
ر ا ي,27,10,رَاٰهَا,
ر س ل,27,10,الۡمُرۡسَلُوۡنَ ‌ۖ‏,
ع ص و,27,10,عَصَاكَ‌ؕ,
ع ق ب,27,10,يُعَقِّبۡ‌ؕ,
ه ز ز,27,10,تَهۡتَزُّ,
و ل ي,27,10,وَّلّٰى,
إِلَّا,27,11,اِلَّا,
ب د ل,27,11,بَدَّلَ,
ب ع د,27,11,بَعۡدَ,
ح س ن,27,11,حُسۡنًۢا,
ر ح م,27,11,رَّحِيۡمٌ‏,
س و ا,27,11,سُوۡٓءٍ,
ظ ل م,27,11,ظَلَمَ,
غ ف ر,27,11,غَفُوۡرٌ,
ا ي ي,27,12,اٰيٰتٍ,
إِلَىٰ,27,12,اِلٰى,
ب ي ض,27,12,بَيۡضَآءَ,
ت س ع,27,12,تِسۡعِ,
ج ي ب,27,12,جَيۡبِكَ,
خ ر ج,27,12,تَخۡرُجۡ,
د خ ل,27,12,وَاَدۡخِلۡ,
س و ا,27,12,سُوۡٓءٍ‌,
غ ي ر,27,12,غَيۡرِ,
ف س ق,27,12,فٰسِقِيۡنَ‏,
ق و م,27,12,وَقَوۡمِهٖؕ,
ق و م,27,12,قَوۡمًا,
ك و ن,27,12,كَانُوۡا,
ي د ي,27,12,يَدَكَ,
ا ي ي,27,13,اٰيٰتُنَا,
ب ص ر,27,13,مُبۡصِرَةً,
ب ي ن,27,13,مُّبِيۡنٌ‌ۚ‏,
ج ي ا,27,13,جَآءَتۡهُمۡ,
س ح ر,27,13,سِحۡرٌ,
ق و ل,27,13,قَالُوۡا,
ج ح د,27,14,وَجَحَدُوۡا,
ظ ل م,27,14,ظُلۡمًا,
ع ق ب,27,14,عَاقِبَةُ,
ع ل و,27,14,وَّعُلُوًّا‌ؕ,
ف س د,27,14,الۡمُفۡسِدِيۡنَ‏,
ك و ن,27,14,كَانَ,
ك ي ف,27,14,كَيۡفَ,
ن ظ ر,27,14,فَانْظُرۡ,
ن ف س,27,14,اَنۡفُسُهُمۡ,
ي ق ن,27,14,وَاسۡتَيۡقَنَـتۡهَاۤ,
ٱلَّذِى,27,15,الَّذِىۡ,
ا ل ه,27,15,لِلّٰهِ,
ا م ن,27,15,الۡمُؤۡمِنِيۡنَ‏,
ح م د,27,15,الۡحَمۡدُ,
ع ب د,27,15,عِبَادِهِ,
ع ل م,27,15,عِلۡمًا‌ۚ,
ف ض ل,27,15,فَضَّلَنَا,
ق و ل,27,15,وَقَالَا,
ك ث ر,27,15,كَثِيۡرٍ,
ب ي ن,27,16,الۡمُبِيۡنُ‏,
ش ي ا,27,16,شَىۡءٍؕ‌,
ط ي ر,27,16,الطَّيۡرِ,
ع ل م,27,16,عُلِّمۡنَا,
ف ض ل,27,16,الۡفَضۡلُ,
ق و ل,27,16,وَقَالَ,
ك ل ل,27,16,كُلِّ,
ن ط ق,27,16,مَنۡطِقَ,
ن و س,27,16,النَّاسُ,
و ر ث,27,16,وَوَرِثَ,
ا ن س,27,17,وَالۡاِنۡسِ,
ج ن د,27,17,جُنُوۡدُهٗ,
ج ن ن,27,17,الۡجِنِّ,
ح ش ر,27,17,وَحُشِرَ,
ط ي ر,27,17,وَالطَّيۡرِ,
و ز ع,27,17,يُوۡزَعُوۡنَ‏,
إِذَا,27,18,اِذَاۤ,
ج ن د,27,18,وَجُنُوۡدُهٗۙ,
ح ط م,27,18,يَحۡطِمَنَّكُمۡ,
د خ ل,27,18,ادۡخُلُوۡا,
س ك ن,27,18,مَسٰكِنَكُمۡ‌ۚ,
ش ع ر,27,18,يَشۡعُرُوۡنَ‏,
ق و ل,27,18,قَالَتۡ,
ن م ل,27,18,النَّمۡلِۙ,
ن م ل,27,18,النَّمۡلُ,
ن م ل,27,18,نَمۡلَةٌ,
و د ي,27,18,وَادِ,
ٱلَّذِى,27,19,الَّتِىۡۤ,
ب س م,27,19,فَتَبَسَّمَ,
د خ ل,27,19,وَاَدۡخِلۡنِىۡ,
ر ب ب,27,19,رَبِّ,
ر ح م,27,19,بِرَحۡمَتِكَ,
ر ض و,27,19,تَرۡضٰٮهُ,
ش ك ر,27,19,اَشۡكُرَ,
ص ل ح,27,19,الصّٰلِحِيۡنَ‏,
ص ل ح,27,19,صَالِحًـا,
ع ب د,27,19,عِبَادِكَ,
ع م ل,27,19,اَعۡمَلَ,
ق و ل,27,19,وَقَالَ,
ق و ل,27,19,قَوۡلِهَا,
ن ع م,27,19,اَنۡعَمۡتَ,
ن ع م,27,19,نِعۡمَتَكَ,
و ز ع,27,19,اَوۡزِعۡنِىۡۤ,
و ل د,27,19,وَالِدَىَّ,
أَم,27,20,اَمۡ,
ر ا ي,27,20,اَرَى,
ط ي ر,27,20,الطَّيۡرَ,
غ ي ب,27,20,الۡغَآٮِٕبِيۡنَ‏,
ف ق د,27,20,وَتَفَقَّدَ,
ق و ل,27,20,فَقَالَ,
ك و ن,27,20,كَانَ,
ه د ه د,27,20,الۡهُدۡهُدَ‌ۖ,
ب ي ن,27,21,مُّبِيۡنٍ‏,
ذ ب ح,27,21,لَاَاذۡبَحَنَّهٗۤ,
س ل ط,27,21,بِسُلۡطٰنٍ,
ش د د,27,21,شَدِيۡدًا,
ع ذ ب,27,21,عَذَابًا,
ع ذ ب,27,21,لَاُعَذِّبَـنَّهٗ,
ب ع د,27,22,بَعِيۡدٍ,
ج ي ا,27,22,وَجِئۡتُكَ,
ح و ط,27,22,اَحَطْتُ,
ح و ط,27,22,تُحِطۡ,
غ ي ر,27,22,غَيۡرَ,
ق و ل,27,22,فَقَالَ,
م ك ث,27,22,فَمَكَثَ,
ن ب ا,27,22,بِنَبَاٍ,
ي ق ن,27,22,يَّقِيۡنٍ‏,
ش ي ا,27,23,شَىۡءٍ,
ع ر ش,27,23,عَرۡشٌ,
ع ظ م,27,23,عَظِيۡمٌ‏,
ك ل ل,27,23,كُلِّ,
م ر ا,27,23,امۡرَاَةً,
م ل ك,27,23,تَمۡلِكُهُمۡ,
و ج د,27,23,وَجَدتُّ,
ا ل ه,27,24,اللّٰهِ,
د و ن,27,24,دُوۡنِ,
ز ي ن,27,24,وَزَيَّنَ,
س ب ل,27,24,السَّبِيۡلِ,
س ج د,27,24,يَسۡجُدُوۡنَ,
ش ط ن,27,24,الشَّيۡطٰنُ,
ش م س,27,24,لِلشَّمۡسِ,
ص د د,27,24,فَصَدَّهُمۡ,
ع م ل,27,24,اَعۡمَالَهُمۡ,
ق و م,27,24,وَقَوۡمَهَا,
ه د ي,27,24,يَهۡتَدُوۡنَۙ‏,
و ج د,27,24,وَجَدْتُّهَا,
ٱلَّذِى,27,25,الَّذِىۡ,
ا ر ض,27,25,وَالۡاَرۡضِ,
ا ل ه,27,25,لِلّٰهِ,
خ ب ا,27,25,الۡخَبۡءَ,
خ ر ج,27,25,يُخۡرِجُ,
خ ف ي,27,25,تُخۡفُوۡنَ,
س ج د,27,25,يَسۡجُدُوۡا,
س م و,27,25,السَّمٰوٰتِ,
ع ل م,27,25,وَيَعۡلَمُ,
ع ل ن,27,25,تُعۡلِنُوۡنَ‏,
ا ل ه,27,26,اللّٰهُ,
ا ل ه,27,26,اِلٰهَ,
إِلَّا,27,26,اِلَّا,
ر ب ب,27,26,رَبُّ,
ع ر ش,27,26,الۡعَرۡشِ,
ع ظ م,27,26,الۡعَظِيۡمِ,
أَم,27,27,اَمۡ,
ص د ق,27,27,اَصَدَقۡتَ,
ق و ل,27,27,قَالَ,
ك ذ ب,27,27,الۡكٰذِبِيۡنَ‏,
ك و ن,27,27,كُنۡتَ,
ن ظ ر,27,27,سَنَـنۡظُرُ,
إِلَىٰ,27,28,اِلَيۡهِمۡ,
ر ج ع,27,28,يَرۡجِعُوۡنَ‏,
ك ت ب,27,28,بِّكِتٰبِىۡ,
ل ق ي,27,28,فَاَلۡقِهۡ,
ن ظ ر,27,28,فَانْظُرۡ,
و ل ي,27,28,تَوَلَّ,
إِلَىٰ,27,29,اِلَىَّ,
ق و ل,27,29,قَالَتۡ,
ك ت ب,27,29,كِتٰبٌ,
ك ر م,27,29,كَرِيۡمٌ‏,
ل ق ي,27,29,اُلۡقِىَ,
م ل ا,27,29,الۡمَلَؤُا,
ا ل ه,27,30,اللّٰهِ,
ر ح م,27,30,الرَّحۡمٰنِ,
ر ح م,27,30,الرَّحِيۡمِۙ‏,
س م و,27,30,بِسۡمِ,
س ل م,27,31,مُسۡلِمِيۡنَ‏,
ع ل و,27,31,تَعۡلُوۡا,
ش ه د,27,32,تَشۡهَدُوۡنِ‏,
ف ت ي,27,32,اَفۡتُوۡنِىۡ,
ق ط ع,27,32,قَاطِعَةً,
ق و ل,27,32,قَالَتۡ,
ك و ن,27,32,كُنۡتُ,
م ل ا,27,32,الۡمَلَؤُا,
ا و ل,27,33,اُولُوۡا,
ا و ل,27,33,وَّاُولُوۡا,
إِلَىٰ,27,33,اِلَيۡكِ,
ب ا س,27,33,بَاۡسٍ,
ش د د,27,33,شَدِيۡدٍ  ۙ,
ق و ل,27,33,قَالُوۡا,
ق و ي,27,33,قُوَّةٍ,
ن ظ ر,27,33,فَانْظُرِىۡ,
ا ه ل,27,34,اَهۡلِهَاۤ,
إِذَا,27,34,اِذَا,
ج ع ل,27,34,وَجَعَلُوۡۤا,
د خ ل,27,34,دَخَلُوۡا,
ذ ل ل,27,34,اَذِلَّةً ‌ۚ,
ع ز ز,27,34,اَعِزَّةَ,
ف س د,27,34,اَفۡسَدُوۡهَا,
ف ع ل,27,34,يَفۡعَلُوۡنَ‏,
ق ر ي,27,34,قَرۡيَةً,
ق و ل,27,34,قَالَتۡ,
م ل ك,27,34,الۡمُلُوۡكَ,
إِلَىٰ,27,35,اِلَيۡهِمۡ,
ر ج ع,27,35,يَرۡجِعُ,
ر س ل,27,35,الۡمُرۡسَلُوۡنَ‏,
ر س ل,27,35,مُرۡسِلَةٌ,
ن ظ ر,27,35,فَنَاظِرَةٌۢ,
ه د ي,27,35,بِهَدِيَّةٍ,
ا ل ه,27,36,اللّٰهُ,
ج ي ا,27,36,جَآءَ,
خ ي ر,27,36,خَيۡرٌ,
ف ر ح,27,36,تَفۡرَحُوۡنَ‏,
ق و ل,27,36,قَالَ,
م د د,27,36,اَتُمِدُّوۡنَنِ,
م و ل,27,36,بِمَالٍ,
ه د ي,27,36,بِهَدِيَّتِكُمۡ,
إِلَىٰ,27,37,اِلَيۡهِمۡ,
ج ن د,27,37,بِجُنُوۡدٍ,
ذ ل ل,27,37,اَذِلَّةً,
ر ج ع,27,37,اِرۡجِعۡ,
ص غ ر,27,37,صٰغِرُوۡنَ‏,
ق ب ل,27,37,قِبَلَ,
س ل م,27,38,مُسۡلِمِيۡنَ‏,
ع ر ش,27,38,بِعَرۡشِهَا,
ق ب ل,27,38,قَبۡلَ,
ق و ل,27,38,قَالَ,
م ل ا,27,38,الۡمَلَؤُا,
ا م ن,27,39,اَمِيۡنٌ‏,
ج ن ن,27,39,الۡجِنِّ,
ع ف ر,27,39,عِفۡرِيۡتٌ,
ق ب ل,27,39,قَبۡلَ,
ق و ل,27,39,قَالَ,
ق و م,27,39,تَقُوۡمَ,
ق و م,27,39,مَّقَامِكَ‌ۚ,
ٱلَّذِى,27,40,الَّذِىۡ,
إِلَىٰ,27,40,اِلَيۡكَ,
أَم,27,40,اَمۡ,
ب ل و,27,40,لِيَبۡلُوَنِىۡٓ,
ر ا ي,27,40,رَاٰهُ,
ر ب ب,27,40,رَبِّىۡ‌ۖ,
ر ب ب,27,40,رَبِّىۡ,
ر د د,27,40,يَّرۡتَدَّ,
ش ك ر,27,40,ءَاَشۡكُرُ,
ش ك ر,27,40,شَكَرَ,
ش ك ر,27,40,يَشۡكُرُ,
ط ر ف,27,40,طَرۡفُكَ‌ؕ,
ع ل م,27,40,عِلۡمٌ,
ع ن د,27,40,عِنۡدَهٗ,
ع ن د,27,40,عِنۡدَهٗ,
غ ن ي,27,40,غَنِىٌّ,
ف ض ل,27,40,فَضۡلِ,
ق ب ل,27,40,قَبۡلَ,
ق ر ر,27,40,مُسۡتَقِرًّا,
ق و ل,27,40,قَالَ,
ق و ل,27,40,قَالَ,
ك ت ب,27,40,الۡـكِتٰبِ,
ك ر م,27,40,كَرِيۡمٌ‏,
ك ف ر,27,40,اَكۡفُرُ‌ؕ,
ك ف ر,27,40,كَفَرَ,
ن ف س,27,40,لِنَفۡسِهٖ‌ۚ,
ٱلَّذِى,27,41,الَّذِيۡنَ,
أَم,27,41,اَمۡ,
ع ر ش,27,41,عَرۡشَهَا,
ق و ل,27,41,قَالَ,
ك و ن,27,41,تَكُوۡنُ,
ن ظ ر,27,41,نَـنۡظُرۡ,
ن ك ر,27,41,نَكِّرُوۡا,
ه د ي,27,41,اَتَهۡتَدِىۡۤ,
ه د ي,27,41,يَهۡتَدُوۡنَ‏,
ج ي ا,27,42,جَآءَتۡ,
س ل م,27,42,مُسۡلِمِيۡنَ‏,
ع ر ش,27,42,عَرۡشُكِ‌ؕ,
ع ل م,27,42,الۡعِلۡمَ,
ق ب ل,27,42,قَبۡلِهَا,
ق و ل,27,42,قِيۡلَ,
ق و ل,27,42,قَالَتۡ,
ك و ن,27,42,وَكُنَّا,
ا ل ه,27,43,اللّٰهِ‌ؕ,
د و ن,27,43,دُوۡنِ,
ص د د,27,43,وَصَدَّهَا,
ع ب د,27,43,تَّعۡبُدُ,
ق و م,27,43,قَوۡمٍ,
ك ف ر,27,43,كٰفِرِيۡنَ‏,
ك و ن,27,43,كَانَتۡ,
ك و ن,27,43,كَانَتۡ,
ا ل ه,27,44,لِلّٰهِ,
ح س ب,27,44,حَسِبَتۡهُ,
د خ ل,27,44,ادۡخُلِىۡ,
ر ا ي,27,44,رَاَتۡهُ,
ر ب ب,27,44,رَبِّ,
ر ب ب,27,44,رَبِّ,
س ل م,27,44,وَاَسۡلَمۡتُ,
س و ق,27,44,سَاقَيۡهَا‌ؕ,
ص ر ح,27,44,الصَّرۡحَ‌ۚ,
ص ر ح,27,44,صَرۡحٌ,
ظ ل م,27,44,ظَلَمۡتُ,
ع ل م,27,44,الۡعٰلَمِيۡنَ‏,
ق ر ر,27,44,قَوَارِيۡرَ‌  ؕ,
ق و ل,27,44,قِيۡلَ,
ق و ل,27,44,قَالَ,
ق و ل,27,44,قَالَتۡ,
ك ش ف,27,44,وَّكَشَفَتۡ,
ل ج ج,27,44,لُـجَّةً,
م ر د,27,44,مُّمَرَّدٌ,
ن ف س,27,44,نَفۡسِىۡ,
ا خ و,27,45,اَخَاهُمۡ,
ا ل ه,27,45,اللّٰهَ,
إِذَا,27,45,فَاِذَا,
إِلَىٰ,27,45,اِلٰى,
خ ص م,27,45,يَخۡتَصِمُوۡنَ‏,
ر س ل,27,45,اَرۡسَلۡنَاۤ,
ص ل ح,27,45,صٰلِحًا,
ع ب د,27,45,اعۡبُدُوۡا,
ف ر ق,27,45,فَرِيۡقٰنِ,
ا ل ه,27,46,اللّٰهَ,
ح س ن,27,46,الۡحَسَنَةِ‌‌ۚ,
ر ح م,27,46,تُرۡحَمُوۡنَ‏,
س و ا,27,46,بِالسَّيِّئَةِ,
ع ج ل,27,46,تَسۡتَعۡجِلُوۡنَ,
غ ف ر,27,46,تَسۡتَغۡفِرُوۡنَ,
ق ب ل,27,46,قَبۡلَ,
ق و ل,27,46,قَالَ,
ق و م,27,46,يٰقَوۡمِ,
ا ل ه,27,47,اللّٰهِ‌,
ط ي ر,27,47,اطَّيَّرۡنَا,
ط ي ر,27,47,طٰٓٮِٕرُكُمۡ,
ع ن د,27,47,عِنۡدَ,
ف ت ن,27,47,تُفۡتَـنُوۡنَ‏,
ق و ل,27,47,قَالُوۡا,
ق و ل,27,47,قَالَ,
ق و م,27,47,قَوۡمٌ,
ا ر ض,27,48,الۡاَرۡضِ,
ت س ع,27,48,تِسۡعَةُ,
ر ه ط,27,48,رَهۡطٍ,
ص ل ح,27,48,يُصۡلِحُوۡنَ‏,
ف س د,27,48,يُّفۡسِدُوۡنَ,
ك و ن,27,48,وَكَانَ,
